晶圆	pos	1.0
两位数	pos	1.0
全面	pos	1.0
滑坡	neg	1.0
万多	neg	1.0
全年	pos	1.0
国家	pos	1.0
标准	pos	1.0
最具	pos	1.0
落地	pos	1.0
投诉	neg	1.0
巴威	neg	1.0
两难	neg	1.0
老板	neg	1.0
被迫	neg	1.0
数千	neg	1.0
做好	pos	1.0
总体	pos	1.0
工程机械	pos	1.0
出色	pos	1.0
紧急	neg	1.0
矛盾	neg	1.0
反对	neg	1.0
智谱	pos	1.0
尽管	pos	1.0
两地	pos	1.0
首飞	pos	1.0
调用	pos	1.0
华泰	pos	1.0
昨日	pos	1.0
信贷	neg	1.0
生物	pos	1.0
解读	pos	1.0
国金	pos	1.0
龙头	pos	1.0
观财报	neg	1.0
克里米亚	neg	1.0
王建军	neg	1.0
归咎于	neg	1.0
看跌	neg	1.0
陈述	neg	1.0
缓慢	neg	1.0
达到	pos	1.0
周期	pos	1.0
创业	pos	1.0
封锁	neg	1.0
迈向	pos	1.0
沟通	pos	1.0
腾讯	pos	1.0
锂电	pos	1.0
中信证券	pos	1.0
首个	pos	1.0
失业	neg	1.0
创业板	pos	1.0
量产	pos	1.0
炼油厂	neg	1.0
当下	pos	1.0
交投	pos	1.0
冠军	pos	1.0
外资企业	pos	1.0
动摇	neg	1.0
折算	neg	1.0
红线	neg	1.0
军事	neg	1.0
盛达	neg	1.0
商业化	pos	1.0
仍存	neg	1.0
挫折	neg	1.0
重磅	pos	1.0
迭代	pos	1.0
升级	pos	1.0
进军	pos	1.0
一人	neg	1.0
退税	pos	1.0
规上	pos	1.0
物流	pos	1.0
离岸	pos	1.0
谈判	neg	1.0
大火	neg	1.0
东部	neg	1.0
互联网	pos	1.0
机遇	pos	1.0
口岸	pos	1.0
扰乱	neg	1.0
实达	neg	1.0
伤亡	neg	1.0
佳缘	neg	1.0
高昂	neg	1.0
亿千瓦	pos	1.0
传媒	pos	1.0
受到	neg	1.0
中部	neg	1.0
沦为	neg	1.0
配置	pos	1.0
甘肃	neg	1.0
期待	pos	1.0
嫌疑人	neg	1.0
禁赛	neg	1.0
股票交易	neg	1.0
爆发	pos	1.0
离境	pos	1.0
大举	pos	1.0
蒸发	neg	1.0
入侵	neg	1.0
签约	pos	1.0
诉讼	neg	1.0
不利	neg	1.0
强大	pos	1.0
验证	pos	1.0
制度	pos	1.0
纳入	pos	1.0
莫斯科	neg	1.0
定律	pos	1.0
学生	neg	1.0
航空公司	neg	1.0
巴林	neg	1.0
激烈	neg	1.0
数据中心	pos	1.0
设计	pos	1.0
机制	pos	1.0
意外	neg	1.0
北京	neg	1.0
弱势	neg	1.0
存储	pos	1.0
组合	pos	1.0
瘫痪	neg	1.0
股普跌	neg	1.0
重申	pos	1.0
构成威胁	neg	1.0
引领	pos	1.0
发布	neg	1.0
注册	pos	1.0
就业	neg	1.0
低空	pos	1.0
快速增长	pos	1.0
利率	neg	1.0
一体化	pos	1.0
获净	pos	1.0
保持稳定	pos	1.0
坚定	pos	1.0
辖区	neg	1.0
欧盟	neg	1.0
干旱	neg	1.0
高管	neg	1.0
美以	neg	1.0
连板	pos	1.0
站上	pos	1.0
延误	neg	1.0
举办	pos	1.0
状态	neg	1.0
致歉	neg	1.0
挑战	neg	1.0
突击	neg	1.0
飘红	pos	1.0
万枚	pos	1.0
拿下	pos	1.0
博士	neg	1.0
续创	pos	1.0
研发	pos	1.0
险胜	pos	1.0
零售总额	pos	1.0
湖北	neg	1.0
热点	neg	1.0
开展	pos	1.0
印发	pos	1.0
相撞	neg	1.0
研究	pos	1.0
成分股	pos	1.0
开源	pos	1.0
破裂	neg	1.0
石油	neg	1.0
中国气象局	neg	1.0
公民	neg	1.0
增超	pos	1.0
提供	pos	1.0
炒作	neg	1.0
日益	neg	1.0
替代	pos	1.0
招商	pos	1.0
迫使	neg	1.0
大风	neg	1.0
深陷	neg	1.0
共同	pos	1.0
光纤	pos	1.0
学校	neg	1.0
泡沫	neg	1.0
近海	neg	1.0
德黑兰	neg	1.0
批复	pos	1.0
能源危机	neg	1.0
效率	pos	1.0
多股	pos	1.0
现象	neg	1.0
下探	neg	1.0
乏力	neg	1.0
缺失	neg	1.0
湖南	neg	1.0
提醒	neg	1.0
熔断	neg	1.0
派瑞	neg	1.0
获胜	pos	1.0
经贸	pos	1.0
洪灾	neg	1.0
超出	pos	1.0
带来	neg	1.0
新政	pos	1.0
缴纳	neg	1.0
批评	neg	1.0
便利	pos	1.0
新疆	neg	1.0
高水平	pos	1.0
租赁	pos	1.0
一事	neg	1.0
利空	neg	1.0
新股	pos	1.0
备案	pos	1.0
乱象	neg	1.0
史上	neg	1.0
稳中有进	pos	1.0
落实	pos	1.0
卫队	neg	1.0
强制	neg	1.0
集团	pos	1.0
证实	neg	1.0
流失	neg	1.0
不确定性	neg	1.0
列车	neg	1.0
投行	neg	1.0
被判	neg	1.0
服务器	pos	1.0
陆家嘴	pos	1.0
加力	pos	1.0
万亿美元	pos	1.0
迈入	pos	1.0
吸引力	pos	1.0
巨亏	neg	1.0
美军基地	neg	1.0
银高科	neg	1.0
核心	pos	1.0
无效	neg	1.0
用于	pos	1.0
卷入	neg	1.0
消费品	pos	1.0
提起公诉	neg	1.0
点名	neg	1.0
正确	pos	1.0
代价	neg	1.0
宝马	neg	1.0
稀有金属	pos	1.0
把握	pos	1.0
发起	neg	1.0
明智	pos	1.0
报复	neg	1.0
化工	pos	1.0
停产	neg	1.0
头部	pos	1.0
强震	neg	1.0
加大	pos	1.0
台积	pos	1.0
翻番	pos	1.0
中微	pos	1.0
以来	neg	1.0
超过	pos	1.0
东京	neg	1.0
对阵	pos	1.0
引擎	pos	1.0
激增	pos	1.0
高技术	pos	1.0
日内	neg	1.0
风向标	neg	1.0
惠普	pos	1.0
陷阱	neg	1.0
停火	neg	1.0
狂飙	pos	1.0
采取	neg	1.0
也门	neg	1.0
劳动力	neg	1.0
境地	neg	1.0
水位	neg	1.0
漏洞	neg	1.0
黑龙江	neg	1.0
乌称	neg	1.0
鹏扬	pos	1.0
拥挤	neg	1.0
工会	neg	1.0
高端	pos	1.0
社会	pos	1.0
总持仓	pos	1.0
长期	pos	1.0
度夏	pos	1.0
日内涨	pos	1.0
双轮	pos	1.0
力度	pos	1.0
游戏	pos	1.0
公司	pos	1.0
连发	neg	1.0
水平	pos	1.0
宁德	pos	1.0
一项	pos	1.0
抵制	neg	1.0
涉及	neg	1.0
一日	pos	1.0
泰康	pos	1.0
一键	pos	1.0
清明	pos	1.0
首日	pos	1.0
厂商	pos	1.0
旗下	pos	1.0
运行	pos	1.0
产生	neg	1.0
天弘	pos	1.0
耗尽	neg	1.0
小盘	pos	1.0
硅片	pos	1.0
博会	pos	1.0
发文	pos	1.0
打通	pos	1.0
二号	pos	1.0
居首	pos	1.0
产业化	pos	1.0
涨至	pos	1.0
胡塞	neg	1.0
负担	neg	1.0
列入	neg	1.0
解雇	neg	1.0
封装	pos	1.0
认证	pos	1.0
公告	neg	1.0
中国证监会	neg	1.0
同类	pos	1.0
偏紧	neg	1.0
下架	neg	1.0
深感	neg	1.0
疲弱	neg	1.0
泄密	neg	1.0
观典	neg	1.0
能源	pos	1.0
侵权	neg	1.0
争论	neg	1.0
人员伤亡	neg	1.0
势头	pos	1.0
通用	pos	1.0
限制	neg	1.0
上证	pos	1.0
难题	neg	1.0
耐克	neg	1.0
触发	neg	1.0
两只	pos	1.0
申购	pos	1.0
有利于	pos	1.0
领先地位	pos	1.0
华安	pos	1.0
关系	pos	1.0
自主	pos	1.0
激发	pos	1.0
盛赞	pos	1.0
金饰	neg	1.0
高出	pos	1.0
违约	neg	1.0
旅游	pos	1.0
假期	pos	1.0
联想集团	pos	1.0
森林	neg	1.0
机会	pos	1.0
喜临门	neg	1.0
上市公司	pos	1.0
开局	pos	1.0
悲观	neg	1.0
净利	pos	1.0
网红	neg	1.0
徘徊	neg	1.0
转折点	pos	1.0
目录	pos	1.0
翻车	neg	1.0
股大涨	pos	1.0
后果	neg	1.0
空军基地	neg	1.0
基于	pos	1.0
本垒打	pos	1.0
噩梦	neg	1.0
展现出	pos	1.0
希腊	neg	1.0
试验	pos	1.0
活动	neg	1.0
人队	pos	1.0
称赞	pos	1.0
远超	pos	1.0
举措	pos	1.0
政策	pos	1.0
磋商	pos	1.0
虚增	neg	1.0
重庆	neg	1.0
裂痕	neg	1.0
侵犯	neg	1.0
贝鲁特	neg	1.0
直线	pos	1.0
总值	pos	1.0
不佳	neg	1.0
位居	pos	1.0
忽视	neg	1.0
布伦特	neg	1.0
升值	pos	1.0
火热	pos	1.0
法国	neg	1.0
充满信心	pos	1.0
扩充	pos	1.0
错失	neg	1.0
适配	pos	1.0
实控人	neg	1.0
一辆	neg	1.0
算电	pos	1.0
之际	neg	1.0
存疑	neg	1.0
人权	neg	1.0
创造	pos	1.0
存量	pos	1.0
年化	pos	1.0
装备	pos	1.0
矿产	pos	1.0
谅解	pos	1.0
辟谣	neg	1.0
美元兑	neg	1.0
负责人	neg	1.0
瑞士法郎	neg	1.0
成品油	neg	1.0
维权	neg	1.0
赔偿	neg	1.0
失利	neg	1.0
动力	pos	1.0
内部	neg	1.0
保健品	neg	1.0
车祸	neg	1.0
施加	neg	1.0
重机	neg	1.0
隐忧	neg	1.0
林州	neg	1.0
德国	neg	1.0
逼近	neg	1.0
首破	pos	1.0
含量	pos	1.0
红盘	pos	1.0
一倍	pos	1.0
最新消息	neg	1.0
授予	pos	1.0
工具	pos	1.0
市场监管	neg	1.0
重塑	pos	1.0
稳固	pos	1.0
版图	pos	1.0
破产	neg	1.0
白银	neg	1.0
刚刚	pos	1.0
转化	pos	1.0
维护	pos	1.0
而大涨	pos	1.0
酷热	neg	1.0
海外	pos	1.0
巨震	neg	1.0
进展	pos	1.0
展业	neg	1.0
范围	pos	1.0
沃什	neg	1.0
笼罩	neg	1.0
停止	neg	1.0
走私	neg	1.0
生物科技	pos	1.0
查处	neg	1.0
灾难	neg	1.0
数额	neg	1.0
有限	neg	1.0
阿富汗	neg	1.0
报告	pos	1.0
能够	pos	1.0
海内外	pos	1.0
兆瓦	pos	1.0
巨鲸	pos	1.0
勇士队	pos	1.0
证券市场	neg	1.0
